agent,user_id,split,severity,episode,step,action_idx,scenario_type,difficulty,task_completed,reward,frustration,engagement,confidence,cooperation,fairness,num_retries,completion_time
random,user_007,train,2,0,10,192,conflict_resolution,1,False,0.5465094876621182,0.09999999999999999,1.0,0.7700632510807879,0.5700000000000001,0.5,0,10.346536753908886
random,user_007,train,2,0,11,63,patience,1,False,0.5471574498670904,0.09999999999999999,1.0,0.7743829991139359,0.5700000000000001,0.5,0,9.521438926896916
random,user_007,train,2,0,12,206,conflict_resolution,1,False,0.4584946662622562,0.4,1.0,0.4832977750817084,0.5700000000000001,0.5,0,11.046688665735276
random,user_007,train,2,0,13,66,patience,1,False,0.5444344584576494,0.09999999999999999,1.0,0.7562297230509961,0.5700000000000001,0.5,0,10.028009823250642
random,user_007,train,2,0,14,97,emotion_recognition,1,True,0.966802059307637,0.0,1.0,0.7986803953842472,0.5800000000000001,0.5,0,10.872468636287447
random,user_007,train,2,0,15,148,turn_taking,1,False,0.5461091764355813,0.09999999999999999,1.0,0.7673945095705423,0.5800000000000001,0.5,0,11.361108131495133
random,user_007,train,2,0,16,28,sharing,2,True,0.9509699136929742,0.09999999999999999,1.0,0.793132757953162,0.5900000000000001,0.5,0,11.343920405136233
random,user_007,train,2,0,17,125,emotion_recognition,3,False,0.5448950251592797,0.09999999999999999,1.0,0.7593001677285313,0.5900000000000001,0.5,0,12.168074733925007
random,user_007,train,2,0,18,113,emotion_recognition,3,True,0.9650472162033061,0.0,1.0,0.7869814413553751,0.6000000000000001,0.5,0,13.547477971507853
random,user_007,train,2,0,19,176,turn_taking,5,False,0.5270588153685787,0.19999999999999998,1.0,0.7403921024571918,0.6000000000000001,0.5,0,13.482386399218084
random,user_008,train,3,0,0,224,conflict_resolution,5,False,0.5289949523187214,0.19999999999999998,1.0,0.7532996821248099,0.5,0.5,0,17.403889243670434
random,user_008,train,3,0,1,149,turn_taking,4,False,0.5084449573346741,0.19999999999999998,0.9531722698519275,0.7099551758606394,0.5,0.5,0,23.985415809253666
random,user_008,train,3,0,2,92,emotion_recognition,2,False,0.4785694491221961,0.39999999999999997,0.9725434949024382,0.6720426710097646,0.5,0.5,0,28.35739710051778
random,user_008,train,3,0,3,91,emotion_recognition,1,True,0.9725204694308875,0.0,1.0,0.8368031295392506,0.51,0.5,0,26.42990341949647
random,user_008,train,3,0,4,94,emotion_recognition,1,False,0.5266499425725778,0.19999999999999998,1.0,0.7376662838171855,0.51,0.5,0,25.919896835719367
